H,data,seed,variant,content_share_vs_global_kernel,content_share_vs_neuron_kernel,lag1_mass,lag1_mass_if_uniform,mean_lag,mean_lag_if_uniform,top1_is_lag1,top1_in_far_half,support_size,empty_read_frac,gate,evidence_to_charge,empty_read_frac_first8
96,ETTh1,13,homogeneous_sparse,0.9456588408349506,0.9291207242130505,0.13594801575737814,0.08263513440256902,9.325151073451678,11.285827585142012,0.1769376107176045,0.34422752450175326,8.692545459139414,0.17178431919642856,0.4948011338710785,0.019390365108847618,0.10530133928571428
96,ETTh1,21,homogeneous_sparse,0.9343031989777543,0.9140927985811429,0.14162724089562423,0.0823761149094148,9.13922577099085,11.289358369300688,0.1845091632716174,0.3333750151264572,8.018223011038952,0.13535853794642858,0.5183899998664856,0.021852634847164154,0.08431919642857143
96,ETTh2,7,heterogeneous_dense,0.7703564613271361,0.6021684718446946,0.1429358845909014,0.08258071681933386,9.145763266334134,11.249490364902218,0.5729228808424882,0.10360622795602893,21.481299037478674,0.0002685546875,0.4655335545539856,0.01355341449379921,4.185267857142857e-05
96,ETTh2,13,heterogeneous_dense,0.7524326718518057,0.5928020690613144,0.15448836201383423,0.08257620721135436,8.74118189963579,11.249834021856792,0.5071687442518077,0.0869365027504119,21.45142334251494,0.0001243954613095238,0.44053804874420166,0.01018493715673685,0.0
96,ETTh2,21,heterogeneous_dense,0.8549889544019056,0.7959966668967152,0.12525445776211944,0.08343689193646267,9.265187941494265,11.202515565969435,0.2839366854268061,0.14305254554310065,21.401073671941287,0.02850981212797619,0.4021921157836914,0.007772610057145357,0.028236607142857143
96,ETTh2,7,heterogeneous_sparse,0.7464971248105914,0.7059283390728461,0.22745074565328902,0.08317455407918814,6.248923086393445,11.233166646857974,0.5453582365275216,0.11486400232421987,8.578049914969355,0.20768345424107143,0.3890652358531952,0.00975637324154377,0.22947823660714287
96,ETTh2,13,heterogeneous_sparse,0.751561722845714,0.7096395905489291,0.2160893101868662,0.08354147950879401,6.309881929019441,11.222115573499513,0.48909441393155284,0.10381747417140065,9.432254726126612,0.2720575241815476,0.3604952096939087,0.006474955007433891,0.2974190848214286
96,ETTh2,21,heterogeneous_sparse,0.7187819859656913,0.6659255373444974,0.25619276732192997,0.0829198204404102,5.953755571123225,11.251026963607357,0.5633941665891645,0.11627474406392857,7.9609446205135175,0.18747093563988096,0.3698413670063019,0.008732824586331844,0.21322544642857144
96,ETTh2,7,homogeneous_dense,0.8832120644518935,0.78775538410627,0.12374019583570647,0.0825501235785088,9.946135334725808,11.250844278328096,0.2156131018971841,0.32637986012424614,21.46779648008038,0.0002952938988095238,0.4396764934062958,0.013979273848235607,2.7901785714285713e-05
96,ETTh2,13,homogeneous_dense,0.8526687239801181,0.7271431937028917,0.14718741787884804,0.08237394475624095,9.412562390090015,11.266810391557037,0.3077059952015762,0.22634254523857783,21.426034512828007,0.013425409226190475,0.4008902907371521,0.008527131751179695,0.0125
96,ETTh2,21,homogeneous_dense,0.8186851115382675,0.6861277669679238,0.14752980136991403,0.08248936673686554,9.331340819789066,11.254609786887329,0.3277515057063561,0.21933132300504835,21.41707978640942,0.002623930431547619,0.4323686957359314,0.01273482944816351,0.0018973214285714286
96,ETTh2,7,homogeneous_sparse,0.8448876187260903,0.7675236966860425,0.16804804230633125,0.08162580551298873,8.298229610739211,11.304990912181522,0.3055681358139334,0.24675379279773868,10.578076553908843,0.03223470052083333,0.450538694858551,0.015434768050909042,0.0373046875
96,ETTh2,13,homogeneous_sparse,0.8729518129219247,0.8335371194400769,0.15397712169976338,0.08161734919679783,8.311568850867195,11.369624827783216,0.2727884091781503,0.23588119943224256,10.298654402947102,0.2186128162202381,0.39365071058273315,0.008432963863015175,0.24292689732142858
96,ETTh2,21,homogeneous_sparse,0.8438500180592516,0.7932292959829854,0.17696040254946707,0.08130592074542123,8.03132730054667,11.364288291538879,0.29971213202707686,0.23312468788156887,9.313023084344533,0.11070731026785714,0.42328909039497375,0.012495872564613819,0.12409319196428571
720,ETTh1,7,heterogeneous_dense,0.8266637536272422,0.7405175413759896,0.10986279573101743,0.08256990183485566,9.811774581182844,11.250086612598704,0.42641533124378017,0.133175299249435,21.500173225197408,9.300595238095239e-06,0.48429369926452637,0.01853528432548046,0.0
720,ETTh1,13,heterogeneous_dense,0.8686364026428715,0.8030736132454322,0.10841862866024793,0.08256931319520162,9.971703394807397,11.250100273091585,0.35135923808726605,0.1553820201336742,21.50020054618317,1.0463169642857143e-05,0.49404478073120117,0.01834680698812008,0.0
720,ETTh1,21,heterogeneous_dense,0.856359276473511,0.8092480330561597,0.10456234473561497,0.0825672392494288,10.063805167692388,11.250179330646183,0.3671040745550449,0.14154158087666818,21.500358661292367,1.9763764880952382e-05,0.47718244791030884,0.01967005990445614,1.3950892857142857e-05
720,ETTh1,7,heterogeneous_sparse,0.7762210856774361,0.736715256222448,0.1950662315748382,0.08228948953772915,6.752057806062312,11.262916956841892,0.40405427147717493,0.1369129897110618,8.907816469112634,0.010071382068452381,0.4965348243713379,0.02185218781232834,0.0028599330357142855
720,ETTh1,13,heterogeneous_sparse,0.8216738857170854,0.7840812114835847,0.18890910471274236,0.08246425449673345,7.027277103781167,11.253437470769807,0.35930653389263434,0.14957464821836725,8.765863450925652,0.030531529017857145,0.49435263872146606,0.02007325366139412,0.011997767857142858
720,ETTh1,21,heterogeneous_sparse,0.8303351132450696,0.8123058548406606,0.17897365601001985,0.0822098370219695,7.243123431285323,11.267511198422735,0.3222458833054232,0.15178120032007278,8.29934229521411,0.013489350818452381,0.4879908859729767,0.023147916421294212,0.0061802455357142854
720,ETTh1,7,homogeneous_dense,0.8456428724554264,0.7862266174978277,0.10802795755771337,0.08257333207097038,10.20981495082097,11.25,0.22477794828869047,0.3036865234375,21.5,0.0,0.5765290856361389,0.019695045426487923,0.0
720,ETTh1,13,homogeneous_dense,0.8934890644371675,0.8447773119860865,0.11145725302877803,0.08256000800103173,10.178404546810434,11.250540352313196,0.21326447208247537,0.31522043700230323,21.501065589876372,8.486793154761904e-05,0.6237832903862,0.020327216014266014,2.7901785714285713e-05
720,ETTh1,21,homogeneous_dense,0.867903854263738,0.8132300972575945,0.1019765037404159,0.082570204702319,10.42524161727724,11.250099409126106,0.21281808013654513,0.31541643703739874,21.500198818252212,9.068080357142857e-05,0.6376180648803711,0.020811062306165695,5.580357142857143e-05
720,ETTh1,7,homogeneous_sparse,0.8670500070271281,0.8381566969342509,0.15120097986854195,0.0824038493315503,8.895505061587546,11.257862493078022,0.2244318148698668,0.3122077467867448,10.23749701261986,0.002772739955357143,0.5856491327285767,0.02287462167441845,0.0008370535714285714
720,ETTh1,13,homogeneous_sparse,0.9042847510209212,0.8815404399254833,0.1508080406691266,0.08232262030320339,8.87270814715113,11.275192398237559,0.20923631958518327,0.31299228480357977,9.380909374439302,0.034552873883928574,0.5779278874397278,0.023444870486855507,0.017396763392857142
720,ETTh1,21,homogeneous_sparse,0.8816672316051164,0.8553732853640135,0.14072109510866493,0.08243404651582362,9.127395237898583,11.257797905925427,0.21699871105133378,0.3242803369946948,11.137216991705895,0.004241071428571428,0.6500104069709778,0.025267452001571655,0.002329799107142857
720,ETTh2,7,heterogeneous_dense,0.7498486492851402,0.5761497542020513,0.14629420233954574,0.08275153773666077,9.024859504131786,11.24201690054768,0.6222645323554992,0.09977082011141668,21.483982088710246,0.010811941964285714,0.41161465644836426,0.010446221567690372,0.013295200892857142
720,ETTh2,13,heterogeneous_dense,0.8973557185505412,0.8114247302908257,0.10871276586915186,0.0836091011871092,9.81946668562263,11.185244875755814,0.25089837736745874,0.171187912241459,21.367373943533295,0.02652646019345238,0.42265865206718445,0.008966011926531792,0.0302734375
720,ETTh2,21,heterogeneous_dense,0.8794379378224436,0.7941821364333141,0.11408429715308203,0.08318293866410115,9.689203622079928,11.217100045689449,0.2774047919472938,0.13487856786066849,21.428060423704537,0.01781761532738095,0.42161646485328674,0.009959558956325054,0.019810267857142856
720,ETTh2,7,heterogeneous_sparse,0.704363941866249,0.6473283123231123,0.235522508373421,0.08289543514192547,6.158708823903918,11.25438211252683,0.5960551380372308,0.11207393459631865,8.889459049961298,0.15289713541666666,0.4106263220310211,0.011082133278250694,0.16947544642857143
720,ETTh2,13,heterogeneous_sparse,0.7320220783620512,0.6792161760469143,0.2231623056000994,0.08269619860012797,6.224193588644761,11.273918752738846,0.5155323862421588,0.10058787583795431,9.52002219887095,0.23329031808035713,0.3558434247970581,0.007009981200098991,0.2556919642857143
720,ETTh2,21,heterogeneous_sparse,0.8245666409970099,0.7801333832061805,0.19895449660915943,0.08495476509840458,6.814765235610192,11.149086308723277,0.33724532279382713,0.10926072021961022,8.993993665485648,0.0966645740327381,0.4278964400291443,0.010500345379114151,0.10705915178571429
720,ETTh2,7,homogeneous_dense,0.8406692434325582,0.7231724003782437,0.12623396809315962,0.08245773072466106,9.777704054471032,11.267829037911849,0.29978120993259855,0.22948137343700376,21.518892404691048,0.011660621279761904,0.4329851567745209,0.01405242457985878,0.012820870535714285
720,ETTh2,13,homogeneous_dense,0.8661264532022215,0.775878052128095,0.1264879398898681,0.08246084454249689,9.75194132782348,11.287773428448883,0.28202138620890255,0.23456179963616822,21.55041387096297,0.0567289806547619,0.3755534291267395,0.008603294380009174,0.06686662946428572
720,ETTh2,21,homogeneous_dense,0.7921951150954015,0.633033920745998,0.13082796931817708,0.08256654681587945,9.768203827999667,11.250254908959425,0.3210480972804673,0.24624263612487227,21.45337287861683,5.6966145833333334e-05,0.45077577233314514,0.016695698723196983,0.0
720,ETTh2,7,homogeneous_sparse,0.865229341183613,0.8143098172414058,0.15656933893817718,0.08211466038519519,8.350408310634101,11.304061239878045,0.2723286234140904,0.2454630692063076,9.965565354227452,0.11344982328869048,0.4232981503009796,0.014179701916873455,0.12313058035714286
720,ETTh2,13,homogeneous_sparse,0.8746716016015531,0.8290085531035691,0.1544714708012639,0.0818582939719623,8.380493152681835,11.347300412693896,0.26470755656752526,0.24235377828376262,10.442281201081542,0.18305896577380953,0.3777894377708435,0.00905346404761076,0.201171875
720,ETTh2,21,homogeneous_sparse,0.9179911029353874,0.8451493484802386,0.08875048128118039,0.08235387595495751,12.428823237319552,11.257370639886773,0.0889737787958359,0.6314691695997914,9.684815958060971,0.001171875,0.4767388701438904,0.018232570961117744,0.0008928571428571428
